日付,都道府県コード,都道府県名,各地の感染者数_1日ごとの発表数,各地の感染者数_累計,各地の死者数_1日ごとの発表数,各地の死者数_累計,各地の直近1週間の人口10万人あたりの感染者数
2021/7/7,01,北海道,67,41596,0,1411,5.03
2021/7/8,01,北海道,62,41658,0,1411,5.47
2021/7/9,01,北海道,50,41708,1,1412,5.92
2021/7/10,01,北海道,64,41772,0,1412,6.57
2021/7/11,01,北海道,56,41828,0,1412,6.9
2021/7/12,01,北海道,47,41875,0,1412,7.24
2021/7/13,01,北海道,60,41935,1,1413,7.73
2021/7/14,01,北海道,75,42010,0,1413,7.89
2021/7/15,01,北海道,85,42095,2,1415,8.32
2021/7/16,01,北海道,73,42168,1,1416,8.76
2021/7/17,01,北海道,111,42279,1,1417,9.66
2021/7/18,01,北海道,107,42386,0,1417,10.63
2021/7/19,01,北海道,70,42456,1,1418,11.07
2021/7/20,01,北海道,104,42560,0,1418,11.9
2021/7/21,01,北海道,118,42678,0,1418,12.72
2021/7/22,01,北海道,140,42818,1,1419,13.77
2021/7/23,01,北海道,79,42897,3,1422,13.89
2021/7/24,01,北海道,118,43015,0,1422,14.02
2021/7/25,01,北海道,113,43128,0,1422,14.13
2021/7/26,01,北海道,137,43265,1,1423,15.41
2021/7/27,01,北海道,138,43403,1,1424,16.06
2021/7/28,01,北海道,227,43630,0,1424,18.13
2021/7/29,01,北海道,260,43890,0,1424,20.42
2021/7/30,01,北海道,250,44140,0,1424,23.68
2021/7/31,01,北海道,284,44424,1,1425,26.84
2021/8/1,01,北海道,267,44691,0,1425,29.77
2021/8/2,01,北海道,217,44908,1,1426,31.3
2021/8/3,01,北海道,211,45119,0,1426,32.69
2021/8/4,01,北海道,366,45485,0,1426,35.33
2021/8/5,01,北海道,342,45827,0,1426,36.9
2021/8/6,01,北海道,283,46110,1,1427,37.52
2021/8/7,01,北海道,347,46457,1,1428,38.72
2021/8/8,01,北海道,308,46765,0,1428,39.5
2021/8/9,01,北海道,310,47075,0,1428,41.28
2021/8/10,01,北海道,347,47422,1,1429,43.87
2021/8/11,01,北海道,351,47773,0,1429,43.58
2021/8/12,01,北海道,480,48253,0,1429,46.21
2021/8/13,01,北海道,454,48707,0,1429,49.47
2021/8/14,01,北海道,479,49186,1,1430,51.98
2021/8/15,01,北海道,366,49552,0,1430,53.09
2021/8/16,01,北海道,357,49909,0,1430,53.98
2021/8/17,01,北海道,410,50319,3,1433,55.18
2021/8/18,01,北海道,595,50914,0,1433,59.83
2021/8/19,01,北海道,575,51489,1,1434,61.64
2021/8/20,01,北海道,523,52012,1,1435,62.95
2021/8/21,01,北海道,579,52591,0,1435,64.86
2021/8/22,01,北海道,529,53120,0,1435,67.96
2021/8/23,01,北海道,420,53540,1,1436,69.16
2021/8/24,01,北海道,426,53966,1,1437,69.47
2021/8/25,01,北海道,568,54534,0,1437,68.95
2021/8/26,01,北海道,504,55038,0,1437,67.6
2021/8/27,01,北海道,382,55420,1,1438,64.91
2021/8/28,01,北海道,457,55877,2,1440,62.59
2021/8/29,01,北海道,359,56236,2,1442,59.35
2021/8/30,01,北海道,266,56502,3,1445,56.42
2021/8/31,01,北海道,305,56807,4,1449,54.11
2021/9/1,01,北海道,351,57158,3,1452,49.98
2021/9/2,01,北海道,314,57472,1,1453,46.36
2021/9/3,01,北海道,251,57723,2,1455,43.87
2021/9/4,01,北海道,224,57947,1,1456,39.43
2021/9/5,01,北海道,218,58165,0,1456,36.74
2021/9/6,01,北海道,123,58288,1,1457,34.02
2021/9/7,01,北海道,137,58425,3,1460,30.82
2021/9/8,01,北海道,180,58605,0,1460,27.56
2021/9/9,01,北海道,144,58749,0,1460,24.32
2021/9/10,01,北海道,117,58866,0,1460,21.77
2021/9/11,01,北海道,156,59022,1,1461,20.48
2021/9/12,01,北海道,116,59138,0,1461,18.53
2021/9/13,01,北海道,55,59193,1,1462,17.24
2021/9/14,01,北海道,91,59284,1,1463,16.36
2021/9/15,01,北海道,110,59394,1,1464,15.03
2021/9/16,01,北海道,94,59488,1,1465,14.08
2021/9/17,01,北海道,84,59572,0,1465,13.45
2021/9/18,01,北海道,77,59649,0,1465,11.94
2021/9/19,01,北海道,75,59724,0,1465,11.16
2021/9/20,01,北海道,50,59774,1,1466,11.07
2021/9/21,01,北海道,36,59810,0,1466,10.02
2021/9/22,01,北海道,56,59866,0,1466,8.99
2021/9/23,01,北海道,76,59942,0,1466,8.65
2021/9/24,01,北海道,63,60005,0,1466,8.25
2021/9/25,01,北海道,63,60068,0,1466,7.98
2021/9/26,01,北海道,54,60122,0,1466,7.58
2021/9/27,01,北海道,19,60141,1,1467,6.99
2021/9/28,01,北海道,26,60167,0,1467,6.8
2021/9/29,01,北海道,45,60212,0,1467,6.59
2021/9/30,01,北海道,26,60238,0,1467,5.64
2021/10/1,01,北海道,32,60270,0,1467,5.05
2021/10/2,01,北海道,25,60295,0,1467,4.32
2021/10/3,01,北海道,9,60304,0,1467,3.47
2021/10/4,01,北海道,5,60309,0,1467,3.2
2021/10/5,01,北海道,20,60329,1,1468,3.09
2021/10/6,01,北海道,16,60345,0,1468,2.53
2021/10/7,01,北海道,14,60359,1,1469,2.3
2021/10/8,01,北海道,21,60380,0,1469,2.1
2021/10/9,01,北海道,24,60404,0,1469,2.08
2021/10/10,01,北海道,17,60421,0,1469,2.23
2021/10/11,01,北海道,16,60437,0,1469,2.44
2021/10/12,01,北海道,16,60453,0,1469,2.36
2021/10/13,01,北海道,21,60474,0,1469,2.46
2021/10/14,01,北海道,45,60519,0,1469,3.05
2021/10/15,01,北海道,27,60546,0,1469,3.16
2021/10/16,01,北海道,24,60570,0,1469,3.16
2021/10/17,01,北海道,38,60608,0,1469,3.56
2021/10/18,01,北海道,11,60619,0,1469,3.47
2021/10/19,01,北海道,12,60631,0,1469,3.39
2021/10/20,01,北海道,14,60645,0,1469,3.26
2021/10/21,01,北海道,11,60656,0,1469,2.61
2021/10/22,01,北海道,15,60671,1,1470,2.38
2021/10/23,01,北海道,5,60676,0,1470,2.02
2021/10/24,01,北海道,18,60694,0,1470,1.64
2021/10/25,01,北海道,1,60695,0,1470,1.45
2021/10/26,01,北海道,13,60708,0,1470,1.47
2021/10/27,01,北海道,9,60717,0,1470,1.37
2021/10/28,01,北海道,5,60722,0,1470,1.26
2021/10/29,01,北海道,8,60730,0,1470,1.12
2021/10/30,01,北海道,8,60738,0,1470,1.18
2021/10/31,01,北海道,11,60749,1,1471,1.05
2021/11/1,01,北海道,3,60752,0,1471,1.09
2021/11/2,01,北海道,14,60766,0,1471,1.1
2021/11/3,01,北海道,13,60779,0,1471,1.18
2021/11/4,01,北海道,4,60783,1,1472,1.16
2021/11/5,01,北海道,13,60796,0,1472,1.26
2021/11/6,01,北海道,13,60809,0,1472,1.35
2021/11/7,01,北海道,10,60819,0,1472,1.33
2021/11/8,01,北海道,6,60825,0,1472,1.39
2021/11/9,01,北海道,13,60838,0,1472,1.37
2021/11/10,01,北海道,8,60846,0,1472,1.28
2021/11/11,01,北海道,8,60854,0,1472,1.35
2021/11/12,01,北海道,22,60876,0,1472,1.52
2021/11/13,01,北海道,19,60895,0,1472,1.64
2021/11/14,01,北海道,9,60904,0,1472,1.62
2021/11/15,01,北海道,3,60907,0,1472,1.56
2021/11/16,01,北海道,35,60942,0,1472,1.98
2021/11/17,01,北海道,40,60982,0,1472,2.59
2021/11/18,01,北海道,20,61002,0,1472,2.82
2021/11/19,01,北海道,17,61019,0,1472,2.72
2021/11/20,01,北海道,12,61031,0,1472,2.59
2021/11/21,01,北海道,25,61056,0,1472,2.9
2021/11/22,01,北海道,6,61062,0,1472,2.95
2021/11/23,01,北海道,14,61076,0,1472,2.55
2021/11/24,01,北海道,10,61086,0,1472,1.98
2021/11/25,01,北海道,12,61098,0,1472,1.83
2021/11/26,01,北海道,18,61116,0,1472,1.85
2021/11/27,01,北海道,11,61127,0,1472,1.83
2021/11/28,01,北海道,8,61135,0,1472,1.5
2021/11/29,01,北海道,6,61141,0,1472,1.5
2021/11/30,01,北海道,8,61149,0,1472,1.39
2021/12/1,01,北海道,4,61153,0,1472,1.28
2021/12/2,01,北海道,4,61157,0,1472,1.12
2021/12/3,01,北海道,3,61160,0,1472,0.84
2021/12/4,01,北海道,10,61170,0,1472,0.82
2021/12/5,01,北海道,5,61175,0,1472,0.76
2021/12/6,01,北海道,2,61177,0,1472,0.69
2021/12/7,01,北海道,2,61179,0,1472,0.57
2021/12/8,01,北海道,2,61181,1,1473,0.53
2021/12/9,01,北海道,7,61188,0,1473,0.59
2021/12/10,01,北海道,3,61191,0,1473,0.59
2021/12/11,01,北海道,5,61196,1,1474,0.5
2021/12/12,01,北海道,3,61199,0,1474,0.46
2021/12/13,01,北海道,1,61200,0,1474,0.44
2021/12/14,01,北海道,4,61204,0,1474,0.48
2021/12/15,01,北海道,6,61210,0,1474,0.55
2021/12/16,01,北海道,12,61222,0,1474,0.65
2021/12/17,01,北海道,3,61225,0,1474,0.65
2021/12/18,01,北海道,14,61239,0,1474,0.82
2021/12/19,01,北海道,12,61251,0,1474,0.99
2021/12/20,01,北海道,14,61265,0,1474,1.24
2021/12/21,01,北海道,15,61280,0,1474,1.45
2021/12/22,01,北海道,29,61309,0,1474,1.89
2021/12/23,01,北海道,26,61335,0,1474,2.15
2021/12/24,01,北海道,12,61347,0,1474,2.32
2021/12/25,01,北海道,22,61369,0,1474,2.48
2021/12/26,01,北海道,22,61391,0,1474,2.67
2021/12/27,01,北海道,11,61402,0,1474,2.61
2021/12/28,01,北海道,20,61422,0,1474,2.7
2021/12/29,01,北海道,26,61448,1,1475,2.65
2021/12/30,01,北海道,32,61480,0,1475,2.76
2021/12/31,01,北海道,21,61501,0,1475,2.93
2022/1/1,01,北海道,23,61524,0,1475,2.97
2022/1/2,01,北海道,16,61540,0,1475,2.85
2022/1/3,01,北海道,10,61550,0,1475,2.83
2022/1/4,01,北海道,26,61576,0,1475,2.95
2022/1/5,01,北海道,34,61610,0,1475,3.1
2022/1/6,01,北海道,74,61684,0,1475,3.9
2022/1/7,01,北海道,94,61778,0,1475,5.3
2022/1/8,01,北海道,132,61910,0,1475,7.39
2022/1/9,01,北海道,117,62027,0,1475,9.32
2022/1/10,01,北海道,106,62133,1,1476,11.16
2022/1/11,01,北海道,117,62250,1,1477,12.9
2022/1/12,01,北海道,197,62447,0,1477,16.02
2022/1/13,01,北海道,328,62775,0,1477,20.88
2022/1/14,01,北海道,467,63242,0,1477,28.02
2022/1/15,01,北海道,695,63937,0,1477,38.8
2022/1/16,01,北海道,692,64629,0,1477,49.8
2022/1/17,01,北海道,643,65272,0,1477,60.08
2022/1/18,01,北海道,698,65970,1,1478,71.2
2022/1/19,01,北海道,1170,67140,1,1479,89.82
2022/1/20,01,北海道,1437,68577,0,1479,111.05
2022/1/21,01,北海道,1644,70221,0,1479,133.58
2022/1/22,01,北海道,1605,71826,0,1479,151.0
2022/1/23,01,北海道,1591,73417,0,1479,168.2
2022/1/24,01,北海道,1589,75006,1,1480,186.31
2022/1/25,01,北海道,1535,76541,4,1484,202.33
2022/1/26,01,北海道,2091,78632,2,1486,219.96
2022/1/27,01,北海道,2856,81488,8,1494,247.12
2022/1/28,01,北海道,2775,84263,4,1498,268.77
2022/1/29,01,北海道,3002,87265,1,1499,295.51
2022/1/30,01,北海道,2782,90047,3,1502,318.3
2022/1/31,01,北海道,2266,92313,0,1502,331.26
2022/2/1,01,北海道,2660,94973,0,1502,352.79
2022/2/2,01,北海道,3587,98560,2,1504,381.43
2022/2/3,01,北海道,3788,102348,2,1506,399.26
2022/2/4,01,北海道,3543,105891,16,1522,413.96
2022/2/5,01,北海道,4046,109937,5,1527,433.95
2022/2/6,01,北海道,3464,113401,5,1532,447.0
2022/2/7,01,北海道,2687,116088,9,1541,455.06
2022/2/8,01,北海道,2878,118966,7,1548,459.23
2022/2/9,01,北海道,3606,122572,12,1560,459.59
2022/2/10,01,北海道,4097,126669,9,1569,465.51
2022/2/11,01,北海道,3683,130352,11,1580,468.19
2022/2/12,01,北海道,3280,133632,10,1590,453.53
2022/2/13,01,北海道,2692,136324,5,1595,438.75
2022/2/14,01,北海道,2252,138576,17,1612,430.42
2022/2/15,01,北海道,2282,140858,5,1617,419.02
2022/2/16,01,北海道,2815,143673,14,1631,403.88
2022/2/17,01,北海道,3628,147301,12,1643,394.9
2022/2/18,01,北海道,2656,149957,7,1650,375.24
2022/2/19,01,北海道,2797,152754,9,1659,366.0
2022/2/20,01,北海道,2333,155087,11,1670,359.13
2022/2/21,01,北海道,1924,157011,11,1681,352.85
2022/2/22,01,北海道,2040,159051,14,1695,348.22
2022/2/23,01,北海道,2393,161444,14,1709,340.14
2022/2/24,01,北海道,2621,164065,13,1722,320.87
2022/2/25,01,北海道,1929,165994,12,1734,306.95
2022/2/26,01,北海道,2468,168462,10,1744,300.65
2022/2/27,01,北海道,2462,170924,2,1746,303.12
2022/2/28,01,北海道,1603,172527,11,1757,296.98
2022/3/1,01,北海道,1480,174007,15,1772,286.26
2022/3/2,01,北海道,2232,176239,8,1780,283.18
2022/3/3,01,北海道,2305,178544,10,1790,277.13
2022/3/4,01,北海道,1847,180391,9,1799,275.56
2022/3/5,01,北海道,1627,182018,8,1807,259.46
2022/3/6,01,北海道,1803,183821,7,1814,246.85
2022/3/7,01,北海道,1106,184927,6,1820,237.34
2022/3/8,01,北海道,1329,186256,9,1829,234.45
2022/3/9,01,北海道,1985,188241,8,1837,229.72
2022/3/10,01,北海道,2025,190266,7,1844,224.36
2022/3/11,01,北海道,1644,191910,7,1851,220.48
2022/3/12,01,北海道,1701,193611,9,1860,221.89
2022/3/13,01,北海道,1441,195052,3,1863,214.96
2022/3/14,01,北海道,1042,196094,5,1868,213.74
2022/3/15,01,北海道,1196,197290,10,1878,211.19
2022/3/16,01,北海道,1933,199223,5,1883,210.2
2022/3/17,01,北海道,1824,201047,7,1890,206.35
2022/3/18,01,北海道,1714,202761,2,1892,207.69
2022/3/19,01,北海道,1586,204347,2,1894,205.49
2022/3/20,01,北海道,1519,205866,4,1898,206.98
2022/3/21,01,北海道,1009,206875,2,1900,206.35
2022/3/22,01,北海道,885,207760,4,1904,200.4
2022/3/23,01,北海道,1224,208984,1,1905,186.83
2022/3/24,01,北海道,2048,211032,6,1911,191.11
2022/3/25,01,北海道,2138,213170,4,1915,199.23
2022/3/26,01,北海道,1700,214870,2,1917,201.41
2022/3/27,01,北海道,1497,216367,1,1918,200.99
2022/3/28,01,北海道,1200,217567,1,1919,204.65
2022/3/29,01,北海道,1367,218934,5,1924,213.87
2022/3/30,01,北海道,1979,220913,4,1928,228.32
2022/3/31,01,北海道,2106,223019,4,1932,229.43
2022/4/1,01,北海道,2033,225052,3,1935,227.42
2022/4/2,01,北海道,1985,227037,0,1935,232.88
2022/4/3,01,北海道,1845,228882,2,1937,239.54
2022/4/4,01,北海道,1577,230459,0,1937,246.76
2022/4/5,01,北海道,1589,232048,3,1940,251.0
2022/4/6,01,北海道,2370,234418,1,1941,258.49
2022/4/7,01,北海道,2346,236764,1,1942,263.08
2022/4/8,01,北海道,2216,238980,4,1946,266.58
2022/4/9,01,北海道,2273,241253,1,1947,272.1
2022/4/10,01,北海道,2145,243398,1,1948,277.84
2022/4/11,01,北海道,1550,244948,4,1952,277.32
2022/4/12,01,北海道,1905,246853,2,1954,283.37
2022/4/13,01,北海道,2713,249566,0,1954,289.94
2022/4/14,01,北海道,2768,252334,4,1958,298.01
2022/4/15,01,北海道,2604,254938,2,1960,305.44
2022/4/16,01,北海道,2457,257395,4,1964,308.96
2022/4/17,01,北海道,2113,259508,1,1965,308.35
2022/4/18,01,北海道,1766,261274,5,1970,312.48
2022/4/19,01,北海道,2067,263341,1,1971,315.58
2022/4/20,01,北海道,3058,266399,4,1975,322.19
2022/4/21,01,北海道,3132,269531,3,1978,329.15
2022/4/22,01,北海道,2845,272376,1,1979,333.77
2022/4/23,01,北海道,2785,275161,2,1981,340.04
2022/4/24,01,北海道,2633,277794,2,1983,350.0
2022/4/25,01,北海道,1867,279661,2,1985,351.93
2022/4/26,01,北海道,2132,281793,4,1989,353.17
2022/4/27,01,北海道,3159,284952,2,1991,355.11
2022/4/28,01,北海道,3159,288111,2,1993,355.62
2022/4/29,01,北海道,2927,291038,1,1994,357.19
2022/4/30,01,北海道,2502,293540,0,1994,351.78
2022/5/1,01,北海道,1854,295394,0,1994,336.87
2022/5/2,01,北海道,1805,297199,3,1997,335.68
2022/5/3,01,北海道,1718,298917,2,1999,327.76
2022/5/4,01,北海道,2090,301007,1,2000,307.3
2022/5/5,01,北海道,1854,302861,0,2000,282.32
2022/5/6,01,北海道,1668,304529,1,2001,258.22
2022/5/7,01,北海道,2112,306641,0,2001,250.76
2022/5/8,01,北海道,3115,309756,2,2003,274.89
2022/5/9,01,北海道,2556,312312,6,2009,289.27
2022/5/10,01,北海道,2400,314712,2,2011,302.32
2022/5/11,01,北海道,3259,317971,1,2012,324.69
2022/5/12,01,北海道,3176,321147,1,2013,350.0
2022/5/13,01,北海道,3033,324180,5,2018,376.12
2022/5/14,01,北海道,2771,326951,2,2020,388.74
2022/5/15,01,北海道,2488,329439,3,2023,376.74
2022/5/16,01,北海道,2021,331460,6,2029,366.5
2022/5/17,01,北海道,1904,333364,5,2034,357.0
2022/5/18,01,北海道,2677,336041,7,2041,345.86
2022/5/19,01,北海道,2811,338852,0,2041,338.88
2022/5/20,01,北海道,2553,341405,3,2044,329.69
2022/5/21,01,北海道,2240,343645,1,2045,319.53
2022/5/22,01,北海道,2065,345710,1,2046,311.43
2022/5/23,01,北海道,1468,347178,3,2049,300.85
2022/5/24,01,北海道,1369,348547,1,2050,290.61
2022/5/25,01,北海道,2094,350641,1,2051,279.45
2022/5/26,01,北海道,1950,352591,3,2054,262.97
2022/5/27,01,北海道,1624,354215,2,2056,245.19
2022/5/28,01,北海道,1515,355730,3,2059,231.31
2022/5/29,01,北海道,1241,356971,1,2060,215.54
2022/5/30,01,北海道,894,357865,2,2062,204.55
2022/5/31,01,北海道,903,358768,2,2064,195.63
2022/6/1,01,北海道,1240,360008,2,2066,179.29
2022/6/2,01,北海道,1215,361223,0,2066,165.22
2022/6/3,01,北海道,1038,362261,2,2068,154.0
2022/6/4,01,北海道,899,363160,0,2068,142.21
2022/6/5,01,北海道,910,364070,2,2070,135.88
2022/6/6,01,北海道,649,364719,0,2070,131.19
2022/6/7,01,北海道,701,365420,2,2072,127.32
2022/6/8,01,北海道,1221,366641,1,2073,126.96
2022/6/9,01,北海道,992,367633,2,2075,122.69
2022/6/10,01,北海道,942,368575,0,2075,120.85
2022/6/11,01,北海道,872,369447,2,2077,120.33
2022/6/12,01,北海道,812,370259,1,2078,118.46
2022/6/13,01,北海道,536,370795,1,2079,116.3
2022/6/14,01,北海道,621,371416,0,2079,114.76
2022/6/15,01,北海道,965,372381,2,2081,109.86
2022/6/16,01,北海道,902,373283,1,2082,108.14
2022/6/17,01,北海道,795,374078,1,2083,105.33
2022/6/18,01,北海道,692,374770,5,2088,101.88
2022/6/19,01,北海道,703,375473,0,2088,99.8
2022/6/20,01,北海道,434,375907,2,2090,97.84
2022/6/21,01,北海道,473,376380,0,2090,95.01
2022/6/22,01,北海道,723,377103,2,2092,90.38
2022/6/23,01,北海道,753,377856,2,2094,87.53
2022/6/24,01,北海道,673,378529,0,2094,85.19
2022/6/25,01,北海道,585,379114,0,2094,83.14
2022/6/26,01,北海道,550,379664,0,2094,80.22
2022/6/27,01,北海道,318,379982,1,2095,78.0
2022/6/28,01,北海道,421,380403,0,2095,77.0
2022/6/29,01,北海道,712,381115,1,2096,76.79
2022/6/30,01,北海道,645,381760,0,2096,74.72
2022/7/1,01,北海道,641,382401,0,2096,74.11
2022/7/2,01,北海道,626,383027,0,2096,74.9
2022/7/3,01,北海道,617,383644,0,2096,76.18
2022/7/4,01,北海道,407,384051,0,2096,77.88
2022/7/5,01,北海道,561,384612,0,2096,80.56
2022/7/6,01,北海道,821,385433,1,2097,82.65
2022/7/7,01,北海道,901,386334,2,2099,87.55
2022/7/8,01,北海道,887,387221,1,2100,92.26
2022/7/9,01,北海道,911,388132,1,2101,97.71
2022/7/10,01,北海道,859,388991,0,2101,102.34
2022/7/11,01,北海道,602,389593,1,2102,106.07
2022/7/12,01,北海道,803,390396,0,2102,110.71
2022/7/13,01,北海道,1349,391745,3,2105,120.81
2022/7/14,01,北海道,1713,393458,0,2105,136.35
2022/7/15,01,北海道,1734,395192,0,2105,152.57
2022/7/16,01,北海道,1928,397120,1,2106,172.03
2022/7/17,01,北海道,1833,398953,0,2106,190.67
2022/7/18,01,北海道,1515,400468,0,2106,208.15
2022/7/19,01,北海道,1185,401653,1,2107,215.46
2022/7/20,01,北海道,2060,403713,2,2109,229.07
2022/7/21,01,北海道,3965,407678,0,2109,272.17
2022/7/22,01,北海道,4464,412142,1,2110,324.43
2022/7/23,01,北海道,4636,416778,3,2113,376.26
2022/7/24,01,北海道,4072,420850,2,2115,419.11
2022/7/25,01,北海道,3361,424211,3,2118,454.45
2022/7/26,01,北海道,3268,427479,5,2123,494.31
2022/7/27,01,北海道,5522,433001,5,2128,560.58
2022/7/28,01,北海道,5676,438677,2,2130,593.33
2022/7/29,01,北海道,6594,445271,4,2134,634.09
2022/7/30,01,北海道,6286,451557,2,2136,665.68
2022/7/31,01,北海道,6065,457622,3,2139,703.82
2022/8/1,01,北海道,4583,462205,1,2140,727.21
2022/8/2,01,北海道,4633,466838,7,2147,753.34
2022/8/3,01,北海道,6930,473768,7,2154,780.29
2022/8/4,01,北海道,7204,480972,12,2166,809.53
2022/8/5,01,北海道,7210,488182,8,2174,821.32
2022/8/6,01,北海道,6881,495063,7,2181,832.71
2022/8/7,01,北海道,6322,501385,1,2182,837.63
2022/8/8,01,北海道,5098,506483,7,2189,847.49
2022/8/9,01,北海道,5546,512029,17,2206,864.96
2022/8/10,01,北海道,7773,519802,3,2209,881.1
2022/8/11,01,北海道,7660,527462,10,2219,889.83
2022/8/12,01,北海道,7058,534520,6,2225,886.92
2022/8/13,01,北海道,6282,540802,9,2234,875.45
2022/8/14,01,北海道,6006,546808,3,2237,869.4
2022/8/15,01,北海道,5290,552098,10,2247,873.08
2022/8/16,01,北海道,5540,557638,17,2264,872.96
2022/8/17,01,北海道,6880,564518,11,2275,855.87
2022/8/18,01,北海道,8315,572833,12,2287,868.41
2022/8/19,01,北海道,8632,581465,5,2292,898.54
2022/8/20,01,北海道,7590,589055,10,2302,923.57
2022/8/21,01,北海道,6360,595415,5,2307,930.35
2022/8/22,01,北海道,5397,600812,6,2313,932.39
2022/8/23,01,北海道,5587,606399,9,2322,933.29
2022/8/24,01,北海道,6886,613285,4,2326,933.41
2022/8/25,01,北海道,6550,619835,17,2343,899.63
2022/8/26,01,北海道,6395,626230,18,2361,856.81
2022/8/27,01,北海道,5735,631965,17,2378,821.3
2022/8/28,01,北海道,5160,637125,8,2386,798.34
2022/8/29,01,北海道,3666,640791,9,2395,765.2
2022/8/30,01,北海道,3886,644677,13,2408,732.65
2022/8/31,01,北海道,5969,650646,13,2421,715.1
2022/9/1,01,北海道,5637,656283,8,2429,697.62
2022/9/2,01,北海道,5566,661849,11,2440,681.75
2022/9/3,01,北海道,5276,667125,6,2446,672.97
2022/9/4,01,北海道,4380,671505,7,2453,658.04
2022/9/5,01,北海道,3237,674742,10,2463,649.83
2022/9/6,01,北海道,3590,678332,8,2471,644.16
2022/9/7,01,北海道,5180,683512,15,2486,629.06
2022/9/8,01,北海道,5332,688844,6,2492,623.22
2022/9/9,01,北海道,4450,693294,3,2495,601.86
2022/9/10,01,北海道,3751,697045,7,2502,572.67
2022/9/11,01,北海道,3295,700340,2,2504,551.91
2022/9/12,01,北海道,2147,702487,8,2512,531.04
2022/9/13,01,北海道,2367,704854,6,2518,507.64
2022/9/14,01,北海道,3721,708575,5,2523,479.71
2022/9/15,01,北海道,3471,712046,1,2524,444.09
2022/9/16,01,北海道,2996,715042,5,2529,416.26
2022/9/17,01,北海道,2572,717614,6,2535,393.69
2022/9/18,01,北海道,2185,719799,1,2536,372.45
2022/9/19,01,北海道,1663,721462,5,2541,363.18
2022/9/20,01,北海道,1364,722826,7,2548,343.99
2022/9/21,01,北海道,2040,724866,5,2553,311.81
2022/9/22,01,北海道,3341,728207,12,2565,309.32
2022/9/23,01,北海道,3164,731371,4,2569,312.54
2022/9/24,01,北海道,2207,733578,2,2571,305.55
2022/9/25,01,北海道,1997,735575,2,2573,301.96
2022/9/26,01,北海道,2383,737958,2,2575,315.74
2022/9/27,01,北海道,2560,740518,5,2580,338.63
2020/1/16,02,青森県,0,0,0,0,
2020/1/17,02,青森県,0,0,0,0,
2020/1/18,02,青森県,0,0,0,0,
2020/1/19,02,青森県,0,0,0,0,
2020/1/20,02,青森県,0,0,0,0,
2020/1/21,02,青森県,0,0,0,0,
2020/1/22,02,青森県,0,0,0,0,0.0
2020/1/23,02,青森県,0,0,0,0,0.0
2020/1/24,02,青森県,0,0,0,0,0.0
2020/1/25,02,青森県,0,0,0,0,0.0
2020/1/26,02,青森県,0,0,0,0,0.0
2020/1/27,02,青森県,0,0,0,0,0.0
2020/1/28,02,青森県,0,0,0,0,0.0
